,Disease,Symptoms
6525,common cold,"I am experiencing cough, sore throat, fever, nasal congestion, coryza, ear pain, headache, vomiting, wheezing, bronchitis congestion, chills, flu-like syndrome"
6526,common cold,"I am experiencing chest pain, sore throat, cough, fever, nasal congestion, coryza, ear pain, headache, vomiting, wheezing, congestion in the chest, chills, flu-like syndrome"
6527,common cold,"I am experiencing a cough, sore throat, fever, nasal congestion, coryza, ear pain, headache, vomiting, wheezing, congestion in the chest, chills, influenza-like syndrome"
6528,common cold,"I am experiencing the cough, sore throat, fever, nasal congestion, coryza, ear pain, headache, vomiting, wheezing, congestion in the chest, chills, flu-like syndrome"
6529,common cold,"I am feeling cough, sore throat, fever, nasal congestion, coryza, ear pain, headache, vomiting, wheezing, congestion in the chest, chills, flu-like syndrome"
6530,common cold,"I have cough, sore throat, fever, nasal congestion, coryza, ear pain, headache, vomiting, wheezing, congestion in the chest, chills, flu syndrome."
6531,common cold,"I have cough, sore throat, fever, nasal congestion, coryza, ear pain, headache, vomiting, wheezing, congestion in the chest, chills, flu-like syndrome."
6532,common cold,"I have tonic, sore throat, fever, nasal congestion, coryza, ear pain, headache, vomiting, wheezing, congestion in the chest, chills, flu-like syndrome"
6533,common cold,"I have cough, sore throat, fever, nasal congestion, coryza, ear pain, headache, vomiting, wheezing, chest congestion, chills, flu-like syndrome"
6534,common cold,"I have sore throat, fever, nasal congestion, coryza, ear pain, headache, vomiting, wheezing, congestion in chest, chills, influenza-like syndrome."
6535,amyotrophic lateral sclerosis (als),"I am experiencing weakness, leg weakness, difficulty speaking, problems with movement, abnormal involuntary movements, back pain, difficulty swallowing, hand or finger weakness, leg pain, muscle weakness, fatigue, leg cramps or spasms"
6536,amyotrophic lateral sclerosis (als),"I suffer from weakness, leg weakness, difficulty speaking, problems with movement, abnormal involuntary movements, back pain, difficulty swallowing, hand or finger weakness, leg pain, muscle weakness, fatigue, leg cramps or spasms"
6537,amyotrophic lateral sclerosis (als),"I feel weakness, leg weakness, difficulty speaking, problems with movement, abnormal involuntary movements, back pain, difficulty swallowing, hand or finger weakness, leg pain, muscle weakness, fatigue, leg cramps or spasms"
6538,amyotrophic lateral sclerosis (als),"I am experiencing weakness, leg weakness, difficulty speaking, problem with movement, abnormal involuntary movements, back pain, difficulty swallowing, hand or finger weakness, leg pain, muscle weakness, fatigue, leg cramps or spasms"
6539,amyotrophic lateral sclerosis (als),"I experience weakness, leg weakness, difficulty speaking, problems with movement, abnormal movements, back pain, difficulty swallowing, hand or finger weakness, leg pain, muscle weakness, fatigue, leg cramps or spasms"
6540,amyotrophic lateral sclerosis (als),"I have weakness, leg weakness, difficulty speaking, issues with movement, abnormal involuntary movements, back pain, difficulty swallowing, hand or finger weakness, leg pain, muscle weakness, fatigue, leg cramps or spasms"
6541,amyotrophic lateral sclerosis (als),"I have weakness, leg weakness, difficulty speaking, problems with movement, abnormal involuntary movements, back pain, difficulty swallowing, hand or finger weakness, leg pain, muscle weakness, fatigue, leg cramps or spasms"
6542,amyotrophic lateral sclerosis (als),"I have limb weakness, difficulty talking, problems with movement, abnormal involuntary movements, back pain, difficulty swallowing, hand or finger weakness, leg pain, muscle weakness, fatigue, leg cramps or spasms"
6543,amyotrophic lateral sclerosis (als),"I have weakness, leg weakness, difficulty speaking, problems with movement, abnormal involuntary movements, back pain, difficulty swallowing, hand or finger weakness, leg pain, muscle weakness, fatigue, leg cramps or spasms"
6544,amyotrophic lateral sclerosis (als),"I have weakness, leg weakness, difficulty speaking, problems with movement, abnormal involuntary movements, back pain, swallowing difficulty, hand or finger weakness, leg pain, muscle weakness, fatigue, leg cramps or spasms"
6545,central retinal artery or vein occlusion,"I am experiencing increased vision, blindness, spots or clouds in vision, eye pain, foreign body sensation in eye, elbow pain, irregular heartbeat, eye deviation, double vision"
6546,central retinal artery or vein occlusion,"I have reduced vision, blindness, spots or clouds in vision of the eye, pain in the eye, foreign body sensation in the eye, elbow pain, irregular heartbeat, eye deviation, double vision"
6547,central retinal artery or vein occlusion,"I feel limited vision, blindness, spots or clouds in vision, pain in eye, foreign body sensation in eye, elbow pain, irregular heartbeat, eye deviation, double vision"
6548,central retinal artery or vein occlusion,"I am experiencing decreased vision, blindness, spots or clouds in vision, of the eye, pain in eye, foreign body sensation in eye, elbow pain, irregular heartbeat, eye deviation, double vision"
6549,central retinal artery or vein occlusion,"I am experiencing loss of vision, blindness, spots or clouds in vision, pain in the eye, foreign body sensation in the eye, elbow pain, irregular heartbeat, eye deviation, double vision."
6550,central retinal artery or vein occlusion,"I have diminished vision, blindness, spots or clouds in vision, of the eye, pain in eye, foreign body sensation in eye, elbow pain, irregular heart beat, eye deviation, double vision."
6551,central retinal artery or vein occlusion,"I have reduced vision, blindness, spots or clouds in the vision, pain in the eye, foreign body sensation in the eye, elbow pain, irregular heartbeat, eye deviation, double vision"
6552,central retinal artery or vein occlusion,"I have limited vision, blindness, spots or clouds in vision, of the eye, pain in the eye, foreign body sensation in the eye, elbow pain, irregular heartbeat, eye deviation, double vision."
6553,central retinal artery or vein occlusion,"I have reduced vision, blindness, spots or clouds in vision, eye pain, foreign body sensation in eye, elbow pain, irregular heartbeat, eye deviation, double vision"
6554,central retinal artery or vein occlusion,"I have reduced vision, blindness, spots or clouds in vision, of eye, pain in eye, foreign body sensation in eye, elbow pain, irregular heartbeat, eye deviation, double vision."
6555,paroxysmal supraventricular tachycardia,"Ich experience palpitations, sharp chest pain, increased heart rate, irregular heartbeat, shortness of breath, dizziness, weakness, chest tightness, face, sweating, bladder mass, involuntary urination"
6556,paroxysmal supraventricular tachycardia,"I am experiencing palpitations, sharp chest pain, increased heart rate, irregular heartbeat, shortness of breath, dizziness, weakness, chest tightness, of the face, sweating, bladder mass, involuntary urine urination."
6557,paroxysmal supraventricular tachycardia,"I feel palpitations, sharp chest pain, increased heart rate, irregular heartbeat, shortness of breath, dizziness, weakness, chest tightness, of the face, sweating, bladder mass, involuntary urination."
6558,paroxysmal supraventricular tachycardia,"I experience palpitations, sharp chest pain, increased heart rate, irregular heartbeat, shortness of breath, dizziness, weakness, chest tightness, face, sweating, bladder mass, involuntary urination."
6559,paroxysmal supraventricular tachycardia,"I have palpitations, sharp chest pain, increased heart rate, irregular heartbeat, shortness of breath, dizziness, weakness, chest tightness, the face, sweating, bladder mass, involuntary urination."
6560,paroxysmal supraventricular tachycardia,"I have palpitations, chest pain, increased heart rate, irregular heartbeat, shortness of breath, dizziness, weakness, chest tightness, face, sweating, bladder mass, involuntary urination."
6561,paroxysmal supraventricular tachycardia,"I have palpitations, sharp chest pain, increased heart rate, irregular heartbeat, shortness of breath, dizziness, weakness, chest tightness, of the face, sweating, bladder mass, involuntary urination"
6562,paroxysmal supraventricular tachycardia,"I have palpitations, sharp chest pains, increased heart rate, irregular heartbeat, shortness of breath, dizziness, weakness, chest pain, of the face, sweating, bladder mass, involuntary urination"
6563,paroxysmal supraventricular tachycardia,"I have palpitations, sharp chest pain, increased heart rate, irregular heart beat, shortness of breath, dizziness, weakness, chest tightness, face, sweating, bladder mass, involuntary urination"
6564,paroxysmal supraventricular tachycardia,"I have palpitations, sharp chest pain, increased heart rate, irregular heartbeat, shortness of breath, dizziness, weakness, chest tightness, face, sweating, bladder mass, involuntary urination :"
6565,venous insufficiency,"I am experiencing skin lesions, leg swelling, leg pain, peripheral edema, abnormal appearance of skin, leg cramps or spasms, fluid retention, lymphedema, skin on leg or foot looks infected, ankle swelling, poor circulation, burning chest pain"
