,Disease,Symptoms
662,malignant hypertension,"sharp chest pain, headache, shortness of breath, vomiting, depressive or psychotic , dizziness, seizures, loss of sensation, peripheral edema, insomnia, focal weakness, lower body pain"
663,diverticulitis,"sharp abdominal pain, lower abdominal pain, diarrhea, nausea, vomiting, burning abdominal pain, fever, side pain, blood in stool, upper abdominal pain, constipation, chills"
664,moyamoya disease,"blindness, headache, depressive or psychotic , loss of sensation, seizures, itchy eyelid, wrist weakness, excessive growth, elbow cramps or spasms, elbow weakness, nailbiting, hip stiffness or tightness"
665,heat exhaustion,"dizziness, weakness, headache, fainting, vomiting, nausea, sharp chest pain, fluid retention, shortness of breath, leg cramps or spasms, feeling hot, sweating"
666,psychotic disorder,"depressive or psychotic , depression, delusions or hallucinations, anxiety and nervousness, hostile behavior, excessive anger, insomnia, drug abuse, fears and phobias, abusing alcohol, temper problems, hysterical behavior"
667,frostbite,"loss of sensation, foot or toe pain, ache all over, hand or finger swelling, sharp chest pain, fainting, back pain, elbow cramps or spasms, nailbiting, low back weakness, feeling hot and cold, elbow weakness"
668,atrophy of the corpus cavernosum,"penis pain, bumps on penis, abnormal appearing skin, skin growth, impotence, fever, temper problems, congestion in chest, penis redness, frequent urination, penile discharge, groin pain"
669,smoking or tobacco addiction,"smoking problems, cough, sharp chest pain, shortness of breath, headache, drug abuse, abusing alcohol, coughing up sputum, hurts to breath, excessive anger, sinus congestion, hemoptysis"
670,sprain or strain,"back pain, neck pain, ankle pain, knee pain, low back pain, shoulder pain, leg pain, foot or toe pain, headache, wrist pain, hand or finger pain, arm pain"
671,essential tremor,"abnormal involuntary movements, problems with movement, headache, dizziness, seizures, loss of sensation, disturbance of memory, muscle pain, painful sinuses, arm stiffness or tightness, hoarse voice, fears and phobias"
672,open wound of the ear,"ear pain, bleeding from ear, fluid in ear, facial pain, disturbance of memory,  of eye, dry lips, plugged feeling in ear, ringing in ear"
673,foreign body in the nose,"nasal congestion, coughing up sputum, nosebleed, regurgitation, redness in or around nose"
674,idiopathic painful menstruation,"painful menstruation, sharp abdominal pain, pelvic pain, heavy menstrual flow, lower abdominal pain, cramps and spasms, long menstrual periods, unpredictable menstruation, blood clots during menstrual periods, absence of menstruation, vaginal discharge, vaginal itching"
675,down syndrome,"fever, nasal congestion, cough, seizures, decreased appetite, lack of growth, temper problems, fluid in ear, apnea, difficulty speaking, difficulty in swallowing, infant feeding problem"
676,idiopathic infrequent menstruation,"unpredictable menstruation, painful menstruation, vaginal discharge, sharp abdominal pain, scanty menstrual flow, nausea, infrequent menstruation, infertility, absence of menstruation, pain or soreness of breast, frequent urination, retention of urine"
677,pneumothorax,"sharp chest pain, shortness of breath, shoulder pain, difficulty breathing, rib pain, back pain, cough, side pain, coughing up sputum, drainage in throat, drug abuse, hurts to breath"
678,de quervain disease,"wrist pain, hand or finger pain, shoulder pain, wrist swelling, arm pain, hand or finger swelling, peripheral edema, wrist stiffness or tightness, abnormal involuntary movements, lower body pain"
679,fracture of the vertebra,"back pain, low back pain, neck pain, hip pain, bones are painful, problems with movement, pelvic pain, leg stiffness or tightness, arm weakness, hand or finger stiffness or tightness, hip weakness, muscle stiffness or tightness"
680,human immunodeficiency virus infection (hiv),"drug abuse, fears and phobias, mouth pain, nightmares"
681,mumps,"jaw swelling, ear pain, neck swelling, sore throat, fever, flu-like syndrome, swollen lymph nodes, fluid retention, nailbiting, shoulder swelling, eye strain, hip stiffness or tightness"
682,subarachnoid hemorrhage,"headache, dizziness, vomiting, neck pain, weakness, fainting, loss of sensation, seizures,  of eye, nosebleed, bleeding from ear, disturbance of memory"
683,acute fatty liver of pregnancy (aflp),"pain during pregnancy, sharp abdominal pain, itching of skin, eye strain, wrist weakness, itchy eyelid, nailbiting, hip stiffness or tightness, elbow weakness, elbow cramps or spasms, emotional , cross-eyed"
684,ectropion,"lacrimation, pain in eye, abnormal movement of eyelid,  of eye, eye redness, spots or clouds in vision, eyelid lesion or rash, foreign body sensation in eye, swollen eye, diminished vision, white discharge from eye, itchiness of eye"
685,scar,"acne or pimples, skin lesion, abnormal appearing skin, itching of skin, skin growth, skin moles, skin dryness peeling scaliness or roughness, skin pain, skin swelling, mass on ear, lump or mass of breast, lip swelling"
686,lactose intolerance,"diarrhea, burning abdominal pain, headache, sharp abdominal pain, nasal congestion, shortness of breath, constipation, muscle pain, flatulence, weight gain, impotence, cramps and spasms"
687,eustachian tube dysfunction (ear disorder),"ear pain, diminished hearing, plugged feeling in ear, redness in ear, nasal congestion, sore throat, fluid in ear, dizziness, ringing in ear, abnormal breathing sounds, allergic reaction, swollen or red tonsils"
688,appendicitis,"sharp abdominal pain, lower abdominal pain, vomiting, nausea, fever, burning abdominal pain, side pain, diarrhea, upper abdominal pain, chills, decreased appetite, stomach bloating"
689,graves disease,"dizziness, fatigue, palpitations, sweating, abnormal involuntary movements, weight gain, leg cramps or spasms, irregular heartbeat, involuntary urination, foot or toe swelling, muscle cramps contractures or spasms, hemoptysis"
690,dissociative disorder,"depressive or psychotic , anxiety and nervousness, depression, low self-esteem, excessive anger, disturbance of memory, delusions or hallucinations, back weakness, muscle swelling, elbow cramps or spasms, pus in urine, low back weakness"
691,open wound of the face,"facial pain, leg stiffness or tightness, feeling hot, jaw swelling,  of the kidneys, wrist swelling, neck swelling, redness in or around nose, eyelid swelling"
692,dislocation of the vertebra,"neck pain, back pain, low back pain, bones are painful, hand or finger pain, leg pain, loss of sensation, arm pain, elbow weakness, excessive growth, feeling hot and cold, wrist weakness"
693,phimosis,"penis pain, penis redness, retention of urine, painful urination, blood in urine, penile discharge, bumps on penis, thirst,  of the scrotum and testes, impotence, itchiness of eye"
694,hyperemesis gravidarum,"vomiting, nausea, problems during pregnancy, sharp abdominal pain, pain during pregnancy, diarrhea, burning abdominal pain, dizziness, headache, weakness, vomiting blood, upper abdominal pain"
695,pregnancy,"uterine contractions, pain during pregnancy, problems during pregnancy, spotting or bleeding during pregnancy, cramps and spasms, pelvic pressure"
696,thalassemia,"congestion in chest, insomnia, fatigue, regurgitation, coryza, knee swelling, diminished vision, pain in testicles, arm pain, muscle swelling, low back weakness, elbow weakness"
697,placenta previa,"spotting or bleeding during pregnancy, pain during pregnancy, cramps and spasms, uterine contractions, delusions or hallucinations, problems during pregnancy, involuntary urination, vaginal discharge"
698,epidural hemorrhage,"back pain, depressive or psychotic , side pain, dizziness, leg pain, diminished hearing, elbow weakness, excessive growth, low back weakness, feeling hot and cold, wrist weakness, emotional , "
699,septic arthritis,"knee pain, knee swelling, fever, leg pain, problems with movement, hand or finger pain, elbow pain, feeling ill, skin on arm or hand looks infected, hip pain, abnormal appearing skin, elbow swelling"
700,athlete's foot,"skin rash, foot or toe pain, skin lesion, itching of skin, skin dryness peeling scaliness or roughness, skin on leg or foot looks infected, abnormal appearing skin, foot or toe swelling, skin irritation, irregular appearing nails, skin swelling, irregular appearing scalp"
701,pleural effusion,"sharp chest pain, shortness of breath, cough, difficulty breathing, hurts to breath, back pain, rib pain, fever, sharp abdominal pain, drainage in throat, weakness, side pain"
702,aphakia,"diminished vision,  of eye, pain in eye, eye redness, itchiness of eye, spots or clouds in vision, eye burns or stings, mass on eyelid"
703,vulvar disorder,"skin lesion, vaginal discharge, vulvar irritation, vulvar sore, vaginal pain, skin growth, vaginal itching, painful urination, pain during intercourse, pelvic pain, lump or mass of breast, skin dryness peeling scaliness or roughness"
704,vitamin b deficiency,"dizziness, elbow pain, allergic reaction, difficulty speaking, headache, muscle cramps contractures or spasms, vomiting, cough, nausea, knee pain, abnormal involuntary movements, hip pain"
705,sialoadenitis,"peripheral edema, facial pain, swollen lymph nodes, ear pain, jaw swelling, neck mass, neck swelling, sore throat, neck pain, cough, difficulty in swallowing, nasal congestion"
706,gynecomastia,"problems with shape or size of breast, lump or mass of breast, back pain, pain or soreness of breast, neck pain, weight gain, skin swelling, bones are painful, irregular belly button"
707,urinary tract infection,"painful urination, suprapubic pain, sharp abdominal pain, frequent urination, fever, vomiting, back pain, nausea, blood in urine, side pain, retention of urine, lower abdominal pain"
708,histoplasmosis,"lacrimation, ache all over, cough, double vision, eye redness, decreased appetite, diminished vision, elbow cramps or spasms, elbow weakness, excessive growth, low back weakness, feeling hot and cold"
709,erythema multiforme,"skin rash, fever, itching of skin, coryza, skin lesion, vomiting, mouth ulcer, skin pain, pain in eye, fluid retention, allergic reaction, difficulty in swallowing"
710,scoliosis,"back pain, low back pain, leg pain, problems with movement, lower body pain, leg weakness, knee swelling, unusual color or odor to urine, knee stiffness or tightness, foot or toe stiffness or tightness, muscle cramps contractures or spasms, stomach bloating"
711,bunion,"foot or toe pain, foot or toe lump or mass, knee pain, problems with movement, skin on leg or foot looks infected, skin moles, leg swelling, stiffness all over, skin growth, pain or soreness of breast, skin irritation, foot or toe swelling"
712,arrhythmia,"palpitations, sharp chest pain, dizziness, irregular heartbeat, increased heart rate, shortness of breath, difficulty breathing, fainting, weakness, chest tightness, fatigue, leg cramps or spasms"
